,picker_host,wms_sku_id,sku_name,sku_weight_g,sku_dimensions_mm,task_success,pick_success,place_success,task_total,pick_total,place_total
3626,ropi04,1761627,FruchtBar BIO Boloňská omáčka,200.0,"[155, 98, 40]",1,1.0,1.0,1,1,1
3627,ropi04,1761657,FruchtBar BIO Ovesné kousky s jablkem a lesními plody,44.0,"[106, 80, 17]",6,6.0,6.0,6,6,6
3628,ropi04,1761663,"FruchtBar BIO Cereálie kakaové kuličky s hroznovým vínem, jablkem a ovsem",139.0,"[240, 200, 90]",2,2.0,2.0,2,2,2
3629,ropi04,1761669,"FruchtBar BIO Ovocná kapsička s jablkem, banánem, švestkou a černým rybízem",105.0,"[152, 76, 27]",4,4.0,4.0,4,4,4
3630,ropi04,1761717,Colgate Total whitening bělicí zubní pasta (3×75 ml),385.0,"[138, 170, 38]",4,5.0,4.0,5,5,5
3631,ropi04,1761777,Always Large Extra Protect Intimky,167.0,"[181, 79, 136]",1,1.0,1.0,1,1,1
3632,ropi04,1761789,Always Platinum Normal Hygienické vložky s křidélky,43.0,"[89, 60, 87]",2,2.0,2.0,2,2,2
3633,ropi04,1761795,Always Ultra Day & Night Hygienické vložky s křidélky,44.0,"[59, 114, 114]",5,5.0,5.0,5,5,5
3634,ropi04,1761801,Always Ultra Secure Night Hygienické vložky s křidélky,165.0,"[192, 95, 112]",22,22.0,22.0,22,22,22
3635,ropi04,1761807,Always Ultra Normal Hygienické vložky s křidélky,47.0,"[88, 72, 91]",3,3.0,3.0,3,3,3
3636,ropi04,1761837,Marks & Spencer Sušenky s vanilkovým krémem,165.0,"[38, 185, 50]",7,6.0,6.0,8,7,6
3637,ropi04,1762077,LEGO® City 60323 Kaskadérské letadlo,125.0,"[61, 141, 157]",2,2.0,2.0,2,2,2
3638,ropi04,1762113,LEGO® DOTS 41958 Doplňky DOTS – 7. série Sport,15.0,"[7, 150, 95]",1,1.0,1.0,1,1,1
3639,ropi04,1762209,LEGO® DUPLO® 10968 Návštěva doktora,511.0,"[118, 191, 262]",1,1.0,1.0,1,1,1
3640,ropi04,1762221,LEGO® Friends 41705 Pizzerie v městečku Heartlake,279.0,"[72, 141, 262]",4,4.0,4.0,4,4,4
3641,ropi04,1762239,LEGO® Friends 41715 Zmrzlinářský vůz,307.0,"[61, 191, 262]",2,2.0,2.0,2,2,2
3642,ropi04,1762251,Merci Lovelies Classic,224.0,"[150, 150, 52]",19,19.0,19.0,19,19,19
3643,ropi04,1762257,Werther´s Original Popcorn Caramel,150.0,"[240, 170, 60]",13,13.0,13.0,13,13,13
3644,ropi04,1762263,Werther´s Original Popcorn s preclíky,150.0,"[240, 170, 60]",17,17.0,17.0,17,17,17
3645,ropi04,1762401,LEGO® Marvel 476203 Iron Manovo robotické brnění,116.0,"[45, 157, 141]",1,1.0,1.0,1,1,1
3646,ropi04,1762659,Pampers Premium care jednorázové plenky 0 (do 3 kg),460.0,"[157, 100, 239]",1,1.0,1.0,1,1,1
3647,ropi04,1763079,Grizly Makadamové ořechy,500.0,"[170, 170, 50]",2,2.0,2.0,2,2,2
3648,ropi04,1763097,Grizly Mandle uzené,500.0,"[230, 180, 60]",3,3.0,3.0,4,4,3
3649,ropi04,1763103,Grizly Mandle ve slaném karamelu s medem,500.0,"[180, 180, 50]",0,0.0,,1,1,0
3650,ropi04,1763547,The Miners Drip coffee Brazil Anilson Faria Ramos,153.0,"[260, 150, 82]",3,3.0,3.0,4,3,3
3651,ropi04,1763769,Gillette Fusion Dárková sada pro muže,408.0,"[215, 239, 184]",1,1.0,1.0,1,1,1
3652,ropi04,1763853,Vanish Přípravek na bělení záclon,540.0,"[218, 84, 45]",2,2.0,2.0,2,2,2
3653,ropi04,1763889,Vanish Oxi Action Prášek na odstranění skvrn,520.0,"[121, 93, 93]",2,2.0,2.0,2,2,2
3654,ropi04,1763895,Vanish Oxi Action Prášek na bělení a odstranění skvrn,520.0,"[121, 93, 93]",1,1.0,1.0,1,1,1
3655,ropi04,1763937,Sunar BIO Moje první křupka,47.0,"[330, 204, 50]",21,21.0,21.0,21,21,21
3656,ropi04,1763955,"Sunar Cool Ovocná kapsička pomeranč, banán, sušenka",125.0,"[165, 81, 33]",5,5.0,5.0,5,5,5
3657,ropi04,1763967,"Sunar Cool Ovocná kapsička borůvka, banán, jablko, ovesné vločky",125.0,"[165, 81, 33]",1,1.0,1.0,1,1,1
3658,ropi04,1764039,Popote BIO Kapsička meruňka,128.0,"[145, 90, 30]",1,1.0,1.0,1,1,1
3659,ropi04,1764063,Popote BIO Kapsička sladký brambor,128.0,"[135, 90, 30]",3,3.0,3.0,3,3,3
3660,ropi04,1764069,Popote BIO Kapsička sladká kukuřice,128.0,"[135, 90, 30]",3,3.0,3.0,3,3,3
3661,ropi04,1764519,Sonnentor BIO bylinný čaj Pohodář,67.0,"[120, 70, 80]",1,1.0,1.0,1,1,1
3662,ropi04,1764525,Sonnentor BIO ovocno-bylinný čaj Sluneční pozdrav,79.0,"[120, 70, 80]",4,4.0,4.0,4,4,4
3663,ropi04,1764531,Sonnentor BIO bylinný čaj Tady roste radost,67.0,"[120, 70, 80]",1,1.0,1.0,1,1,1
3664,ropi04,1764537,Sonnentor Bylinný čaj Štěstí je být ženou,64.0,"[120, 70, 80]",2,2.0,2.0,2,2,2
3665,ropi04,1764543,Sonnentor BIO ovocný čaj dobré nálady,79.0,"[120, 70, 80]",1,1.0,1.0,1,1,1
3666,ropi04,1764555,Sonnentor BIO Nadechnutí v lese,55.0,"[120, 70, 80]",7,7.0,7.0,7,7,7
3667,ropi04,1764573,Sonnentor BIO Štěstí je mít přátele,61.0,"[120, 70, 80]",1,1.0,1.0,1,1,1
3668,ropi04,1764579,Sonnentor BIO Ovocný sen,79.0,"[120, 70, 80]",3,3.0,3.0,3,3,3
3669,ropi04,1764585,Sonnentor BIO Dobrý večer,61.0,"[120, 70, 80]",2,2.0,2.0,2,2,2
3670,ropi04,1764591,Sonnentor BIO Knedlík v krku,61.0,"[120, 70, 80]",3,3.0,3.0,3,3,3
3671,ropi04,1764597,Sonnentor BIO Kojící čaj Biorarášci,61.0,"[120, 70, 80]",1,1.0,1.0,1,1,1
3672,ropi04,1764603,Sonnentor BIO Čaj štěstí,64.0,"[255, 95, 60]",2,2.0,2.0,2,2,2
3673,ropi04,1764609,Sonnentor BIO Kuc - kuc®,64.0,"[255, 95, 60]",2,2.0,2.0,2,2,2
3674,ropi04,1764699,Shelma Bezobilné polštářky pro kočku kuře a kurkuma,66.0,"[175, 100, 40]",1,1.0,1.0,1,1,1
3675,ropi04,1764705,Shelma Bezobilné polštářky pro kočku hovězí a borůvka,66.0,"[175, 100, 40]",1,1.0,1.0,1,1,1
3676,ropi04,1764753,Lux Sprchový gel frézie & tea tree olej náhradní náplň,529.0,"[220, 130, 65]",3,4.0,3.0,4,4,4
3677,ropi04,1764759,Lux Sprchový gel bird of paradise náhradní náplň,529.0,"[220, 130, 65]",2,1.0,1.0,2,2,1
3678,ropi04,1765053,Corny Protein 30 % tyčinka kokos,55.0,"[20, 50, 155]",27,18.0,18.0,40,38,18
3679,ropi04,1765173,Purina ONE Sterilacat Kuře a hovězí ve šťávě pro kočky (4×85 g),365.0,"[140, 190, 33]",2,2.0,2.0,2,2,2
3680,ropi04,1765179,Purina ONE Sensitive Kuře a tuňák s mrkví pro kočky (4×85 g),365.0,"[140, 190, 33]",2,2.0,2.0,2,2,2
3681,ropi04,1765191,Purina ONE Difficult Appetite Kuře ve šťávě pro kočky (4×85 g),365.0,"[140, 190, 33]",7,7.0,7.0,7,7,7
3682,ropi04,1765401,Kinkartz Perníčky v mléčné čokoládě,418.0,"[75, 240, 143]",7,7.0,7.0,8,8,7
3683,ropi04,1765407,Kinkartz Perníčky v hořké čokoládě,418.0,"[75, 240, 143]",5,5.0,5.0,5,5,5
3684,ropi04,1766679,Pro Plan Delicate krůta ve šťávě kapsička pro kočky,90.0,"[140, 93, 15]",1,1.0,1.0,1,1,1
3685,ropi04,1766685,Pro Plan Sterilised hovězí ve šťávě kapsička pro kočky,90.0,"[140, 93, 15]",3,3.0,3.0,3,3,3
3686,ropi04,1766691,Pro Plan Sterilised kuře ve šťávě kapsička pro kočky,90.0,"[140, 93, 15]",4,4.0,4.0,4,4,4
3687,ropi04,1766697,Pro Plan Delicate mořské ryby ve šťávě kapsička pro kočky,90.0,"[140, 93, 15]",1,1.0,1.0,1,1,1
3688,ropi04,1766811,Davidoff Espresso 57 Kávové kapsle,90.0,"[151, 78, 30]",3,3.0,3.0,3,3,3
3689,ropi04,1766817,Davidoff Crema Elegant,90.0,"[151, 78, 30]",5,5.0,5.0,5,5,5
3690,ropi04,1766823,Davidoff Crema Intense,90.0,"[151, 78, 30]",7,7.0,7.0,7,7,7
3691,ropi04,1766829,Davidoff Rich Aroma Kávové kapsle,90.0,"[151, 78, 30]",3,3.0,3.0,3,3,3
3692,ropi04,1766835,Davidoff Fine Aroma Kávové kapsle,90.0,"[151, 78, 30]",6,5.0,5.0,6,6,5
3693,ropi04,1767033,Ubomi Tanzania Kilimanjaro zrnková káva,294.0,"[240, 180, 85]",6,6.0,6.0,6,6,6
3694,ropi04,1767039,Ubomi BIO Peru zrnková káva,294.0,"[240, 180, 85]",7,7.0,7.0,7,7,7
3695,ropi04,1767045,Ubomi Classic 100% Arabica RFA mletá káva,260.0,"[215, 90, 50]",11,11.0,11.0,11,11,11
3696,ropi04,1767051,Ubomi Intense RFA mletá káva,260.0,"[215, 90, 50]",13,13.0,13.0,13,13,13
3697,ropi04,1767063,Leros Dětský čaj Jahůdka,76.0,"[74, 65, 120]",30,30.0,30.0,30,30,30
3698,ropi04,1767375,Ovocňák Sušené jablečné kroužky,27.0,"[16, 21, 40]",3,3.0,3.0,3,3,3
3699,ropi04,1767459,Pickwick Šípek a ibišek,50.0,"[121, 61, 68]",2,2.0,2.0,2,2,2
3700,ropi04,1767465,Pickwick Heřmánek s medem,30.0,"[121, 61, 68]",7,7.0,7.0,7,7,7
3701,ropi04,1767477,Pickwick Spices Caramelised Pear,30.0,"[121, 61, 68]",3,3.0,3.0,3,3,3
3702,ropi04,1767483,Pickwick Spices Winter Glow,40.0,"[121, 61, 68]",2,2.0,2.0,2,2,2
3703,ropi04,1767495,Pickwick Spices Autumn Storm,40.0,"[121, 61, 68]",1,1.0,1.0,1,1,1
3704,ropi04,1767537,Oxalis Ájurvédský čaj Tulsi Ashwagandha,79.0,"[190, 70, 40]",1,1.0,1.0,1,1,1
3705,ropi04,1767543,Oxalis Ájurvédský čaj kurkuma skořice,79.0,"[190, 70, 40]",1,1.0,1.0,1,1,1
3706,ropi04,1767561,Oxalis Padající vločka,59.0,"[190, 70, 40]",1,1.0,1.0,1,1,1
3707,ropi04,1767591,Oxalis Frosty,79.0,"[190, 70, 40]",2,2.0,2.0,2,2,2
3708,ropi04,1767603,Oxalis Rooibos České Vánoce dárkové balení,79.0,"[190, 70, 40]",3,2.0,2.0,3,3,2
3709,ropi04,1767609,Oxalis Vánoční dobroty dárkové balení,79.0,"[190, 70, 40]",3,3.0,3.0,3,3,3
3710,ropi04,1767615,Oxalis Alpský punč sypaný černý čaj dárkové balení,79.0,"[190, 70, 40]",2,2.0,2.0,2,2,2
3711,ropi04,1767987,Cleanly eco Prací proužky,80.0,"[223, 165, 18]",3,3.0,3.0,3,3,3
3712,ropi04,1769235,Yutto Kalifornské mandle blanšírované celé,202.0,"[180, 148, 50]",55,56.0,55.0,60,56,56
3713,ropi04,1769343,Nestlé CHOCAPIC Cereální tyčinky 4 kusy,132.0,"[130, 160, 30]",9,9.0,9.0,9,9,9
3714,ropi04,1769433,Lorenz NicNac's wasabi oříšky,120.0,"[135, 95, 40]",4,4.0,4.0,4,4,4
3715,ropi04,1769571,Panzani Penne bezlepkové,405.0,"[200, 110, 65]",3,4.0,3.0,5,4,4
3716,ropi04,1769607,Waterwipes BIO Odbouratené vlhčené ubrousky,550.0,"[50, 90, 210]",1,1.0,1.0,1,1,1
3717,ropi04,1769643,Café Montaña Honduras Cocafelo mletá káva,262.0,"[225, 100, 70]",3,3.0,3.0,3,3,3
3718,ropi04,1769649,Café Montaña Brasília Agra Dabla mletá káva,262.0,"[225, 100, 70]",2,2.0,2.0,2,2,2
3719,ropi04,1769655,Café Montaña La Parada mletá káva,262.0,"[225, 100, 70]",4,1.0,1.0,4,4,1
3720,ropi04,1801119,Lindt LINDOR Double Chocolate,256.0,"[158, 110, 65]",2,2.0,2.0,2,2,2
3721,ropi04,1802619,Bonavita Křehký suchar pšenično-žitný,223.0,"[130, 184, 66]",3,3.0,3.0,3,3,3
3722,ropi04,1802625,Bonavita Křehký suchar s celozrnnou moukou,223.0,"[130, 184, 66]",5,5.0,5.0,5,5,5
3723,ropi04,1802823,Dettol Biodegradable Antibakteriální ubrousky na povrchy,420.0,"[265, 130, 47]",3,3.0,3.0,3,3,3
3724,ropi04,1802973,Nature's Charm Slazené kokosové kondenzované mléko,260.0,"[89, 54, 54]",3,3.0,3.0,3,3,3
3725,ropi04,1802985,Nature's Charm Coconut whipping cream,470.0,"[111, 75, 75]",1,1.0,1.0,1,1,1
3726,ropi04,1803063,Djeco Kasička Ptáčkové,225.0,"[120, 100, 82]",1,1.0,1.0,1,1,1
3727,ropi04,1803069,Djeco Kasička Pirátská truhla,225.0,"[120, 100, 82]",1,1.0,1.0,1,1,1
3728,ropi04,1803201,Teekanne WOF Let it Snow,77.0,"[73, 139, 61]",1,1.0,1.0,1,1,1
3729,ropi04,1803207,Teekanne WOF Black Currant,82.0,"[73, 139, 61]",6,6.0,6.0,6,6,6
3730,ropi04,1803213,Teekanne Krk hltan,46.0,"[79, 80, 69]",7,7.0,7.0,7,7,7
3731,ropi04,1803225,Teekanne Meduňka s citronem,62.0,"[73, 139, 61]",7,7.0,7.0,7,7,7
3732,ropi04,1803231,Teekanne Šípek,86.0,"[73, 139, 61]",3,3.0,3.0,3,3,3
3733,ropi04,1803237,Teekanne Black Label,265.0,"[165, 165, 63]",1,1.0,1.0,1,1,1
3734,ropi04,1803441,English Tea Shop BIO Bílý čaj s bezinkou a borůvkou,70.0,"[130, 80, 68]",3,3.0,3.0,3,3,3
3735,ropi04,1803447,English Tea Shop BIO Mocná Matcha,70.0,"[130, 80, 68]",1,1.0,1.0,1,1,1
3736,ropi04,1803453,"English Tea Shop BIO Zelený rooibos, granát jablko a borůvka",70.0,"[130, 80, 68]",1,1.0,1.0,1,1,1
3737,ropi04,1803459,English Tea Shop BIO Super ovocný,70.0,"[130, 80, 68]",3,3.0,3.0,3,3,3
3738,ropi04,1803465,English Tea Shop BIO Heřmánek a levandule,70.0,"[130, 80, 68]",1,1.0,1.0,1,1,1
3739,ropi04,1803477,"English Tea Shop BIO Bílý čaj, kokos a passion fruit",78.0,"[130, 68, 70]",2,2.0,2.0,2,2,2
3740,ropi04,1803855,Rohlik.cz BIO Granola čokoláda a arašídy,324.0,"[185, 99, 59]",7,7.0,7.0,7,7,7
3741,ropi04,1803861,Rohlik.cz BIO Granola lesní ovoce,324.0,"[185, 99, 59]",6,6.0,6.0,6,6,6
3742,ropi04,1804161,Father´S Coffee Roastery Etiopie Kabira,320.0,"[180, 190, 60]",1,1.0,1.0,1,1,1
3743,ropi04,1804185,BirdSong Coffee Uganda Křivozrnka,264.0,"[185, 197, 60]",1,1.0,1.0,1,1,1
3744,ropi04,1804245,Rohlik.cz Karetní hra Rohhle,87.0,"[95, 95, 20]",4,4.0,4.0,4,4,4
3745,ropi04,1804263,"Pumpkin Organics BIO Zeleninové pyré z mrkve, batátu, brokolice a hrušky",106.0,"[154, 78, 33]",2,2.0,2.0,2,2,2
3746,ropi04,1804269,"Pumpkin Organics BIO Zeleninové pyré ze sladkých brambor, řepy, borůvky a ovsa",106.0,"[154, 78, 33]",1,1.0,1.0,1,1,1
3747,ropi04,1804275,"Pumpkin Organics BIO Zeleninové pyré z dýně, mrkve s jablkem, banánu a broskve",106.0,"[154, 78, 33]",1,1.0,1.0,1,1,1
3748,ropi04,1804281,"Pumpkin Organics BIO Zeleninové pyré z dýně, batátu s hruškou, banánu a borůvky",106.0,"[154, 78, 33]",3,3.0,3.0,3,3,3
3749,ropi04,1804287,"Pumpkin Organics BIO Zeleninové pyré z brokolice, špenátu s hruškou, manga a maracuji",106.0,"[154, 78, 33]",3,0.0,,3,3,0
3750,ropi04,1804293,"Pumpkin Organics BIO Zeleninové pyré z dýně s hruškou, švestkou a ovsem",106.0,"[154, 78, 33]",3,2.0,2.0,3,3,2
3751,ropi04,1804299,"Pumpkin Organics BIO Čočkové křupky s rajčaty, mrkví a bylinkami",22.0,"[175, 160, 40]",6,6.0,6.0,6,6,6
3752,ropi04,1804305,Pumpkin Organics BIO Vícezrnné kroužky s jablkem a skořicí,22.0,"[175, 160, 40]",2,2.0,2.0,2,2,2
3753,ropi04,1804335,Pumpkin Organics BIO 6 zrnná kaše s pohankou,239.0,"[200, 130, 44]",1,1.0,1.0,1,1,1
3754,ropi04,1804407,Gliss Color & Care maska na vlasy,173.0,"[53, 72, 72]",1,1.0,1.0,1,1,1
3755,ropi04,1804971,Pernerka Směs na chléb slunečnicový,510.0,"[215, 105, 50]",5,5.0,5.0,5,5,5
3756,ropi04,1804977,Pernerka Směs na chléb vícezrnný,510.0,"[215, 105, 50]",3,2.0,2.0,3,3,2
3757,ropi04,1804983,Pernerka Směs na chléb žitnopšeničný,510.0,"[215, 105, 50]",9,9.0,8.0,11,10,9
3758,ropi04,1805283,Šnek Bob Ovocné rolované plátky jablko a malina,80.0,"[104, 15, 142]",2,2.0,2.0,2,2,2
3759,ropi04,1805289,Šnek Bob Ovocné rolované plátky jablko a borůvka,80.0,"[104, 15, 142]",2,2.0,2.0,2,2,2
3760,ropi04,1805301,Šnek Bob Ovocná pochoutka v čokoládě jablko a jahoda,80.0,"[104, 15, 142]",1,1.0,1.0,1,1,1
3761,ropi04,1805307,Šnek Bob Ovocné rolované plátky mix,124.0,"[150, 45, 220]",4,5.0,4.0,5,5,5
3762,ropi04,1806273,Melitta Original Kávové filtry velikost 4,100.0,"[200, 130, 20]",3,3.0,3.0,3,3,3
3763,ropi04,1806279,Melitta Gourmet Kávové filtry velikost 4,220.0,"[198, 132, 47]",3,3.0,3.0,3,3,3
3764,ropi04,1807125,"PLAYin CHOC BIO Čokoláda s hračkou, lesní zvířátka",50.0,"[55, 55, 55]",2,2.0,2.0,2,2,2
3765,ropi04,1807173,Pan Křupka BIO Kukuřičné křupky bez soli,52.0,"[220, 200, 80]",2,2.0,2.0,2,2,2
3766,ropi04,1807179,Pan Křupka BIO Kukuřičné křupky jemně solené,52.0,"[220, 200, 80]",5,5.0,5.0,5,5,5
3767,ropi04,1807191,Sanytol Dezinfekční univerzální čistič utěrky s 94 % rostlinného původu,183.0,"[120, 230, 30]",12,13.0,12.0,13,13,13
3768,ropi04,1807239,Pet Farm Family BIO Poctivý vývar pro psy a kočky husí,320.0,"[83, 75, 75]",1,1.0,1.0,1,1,1
3769,ropi04,1807251,Pet Farm Family BIO Poctivý vývar pro psy a kočky hovězí,320.0,"[83, 75, 75]",3,3.0,3.0,3,3,3
3770,ropi04,1807353,Konzerva s divokým lososem pro kočky,131.0,"[35, 75, 75]",8,8.0,8.0,8,8,8
3771,ropi04,1807545,Pokémon TCG: SWSH12 Silver Tempest – Booster,32.0,"[120, 65, 3]",1,1.0,1.0,4,1,1
3772,ropi04,1807551,Pokémon TCG: SWSH12 Silver Tempest – Blister booster,32.0,"[180, 100, 2]",5,2.0,2.0,5,5,2
3773,ropi04,1807557,Pokémon TCG: SWSH12 Silver Tempest – Premium checklane blister,39.0,"[180, 100, 2]",3,3.0,3.0,3,3,3
3774,ropi04,1807623,Usui Konjakové fetuccine v nálevu,289.0,"[180, 115, 50]",11,10.0,10.0,11,11,10
3775,ropi04,1807629,Usui Konjakové penne v nálevu,289.0,"[180, 115, 50]",9,9.0,9.0,9,9,9
3776,ropi04,1807635,Usui Konjakové špagety v nálevu,289.0,"[180, 115, 50]",13,13.0,13.0,13,13,13
3777,ropi04,1807641,Usui Konjaková rýže v nálevu,289.0,"[180, 115, 50]",6,6.0,6.0,6,6,6
3778,ropi04,1807809,Schär Bezlepkové sušenky,121.0,"[198, 43, 67]",2,2.0,2.0,2,2,2
3779,ropi04,1807821,Schär Bezlepkový pizza korpus,434.0,"[260, 36, 260]",0,1.0,0.0,1,1,1
3780,ropi04,1807827,Schär Bezlepková brownies směs na pečení,377.0,"[194, 48, 144]",5,5.0,5.0,5,5,5
3781,ropi04,1807833,Schär Bezlepkový citrónový koláč,271.0,"[100, 70, 190]",5,5.0,5.0,5,5,5
3782,ropi04,1807839,Usui Konjakové vlasové nudle v nálevu,289.0,"[180, 115, 50]",12,12.0,12.0,12,12,12
3783,ropi04,1807845,Schär Bezlepková bábovka Marmorkuchen,271.0,"[100, 70, 190]",11,10.0,10.0,11,11,10
3784,ropi04,1807917,Lindt LINDOR pralinky kokos,256.0,"[157, 111, 67]",4,4.0,4.0,4,4,4
3785,ropi04,1808073,Nescafé® Dolce Gusto® Espresso Roma kávové kapsle,176.0,"[120, 120, 120]",1,1.0,1.0,1,1,1
3786,ropi04,1808085,Nescafé® Dolce Gusto® Espresso Napoli kávové kapsle,205.0,"[120, 120, 120]",2,2.0,2.0,2,2,2
3787,ropi04,1808091,Nescafé® Dolce Gusto® Cappuccino Skinny Unsweetened kávové kapsle,251.0,"[120, 120, 120]",1,1.0,1.0,1,1,1
3788,ropi04,1808355,Cafédirect Machu Picchu SCA 82 zrnková káva bez kofeinu,237.0,"[190, 111, 83]",8,8.0,8.0,8,8,8
3789,ropi04,1808853,Bohemia PopChips zakysaná smetana s cibulkou,69.0,"[250, 170, 60]",2,2.0,2.0,2,2,2
3790,ropi04,1808859,Bohemia PopChips paprika,69.0,"[250, 170, 60]",5,5.0,5.0,5,5,5
3791,ropi04,1809189,neo™ Purple Splash,19.0,"[80, 46, 19]",2,2.0,2.0,2,2,2
3792,ropi04,1809195,neo™ Beryl Splash,19.0,"[80, 46, 19]",1,1.0,1.0,1,1,1
3793,ropi04,1809201,VUSE ePod Crisp Watermelon,32.0,"[115, 65, 15]",2,2.0,2.0,2,2,2
3794,ropi04,1809225,glo™ HYPER X2 WhiteGold,25.0,"[110, 85, 40]",1,1.0,1.0,1,1,1
3795,ropi04,1809399,"Babybio BIO Ravioli s dýňovou nádivkou, rajčatovým pyré a žampiony",195.0,"[139, 126, 60]",2,2.0,2.0,2,2,2
3796,ropi04,1809405,"Babybio BIO Ravioli s ementálem, pyré ze sladkých brambor a francouzským kozím sýrem",195.0,"[139, 126, 60]",1,1.0,1.0,1,1,1
3797,ropi04,1809795,Fiit Regular Deep S50 PRI 20 SLI,30.0,"[74, 48, 15]",3,1.0,1.0,4,4,1
3798,ropi04,1809801,Fiit Regular S50 PRI 20 SLI,30.0,"[74, 48, 15]",6,3.0,3.0,6,6,3
3799,ropi04,1809807,Fiit Marine MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",5,2.0,2.0,5,5,2
3800,ropi04,1809819,Fiit Spring MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",1,0.0,,1,1,0
3801,ropi04,1809825,Fiit Roxo MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",3,4.0,4.0,4,4,4
3802,ropi04,1809843,"Veev Classic Mint 1,6 %",35.0,"[90, 57, 22]",1,1.0,1.0,1,1,1
3803,ropi04,1809873,"Veev Velvet Valley 1,6 %",35.0,"[90, 57, 22]",1,1.0,1.0,1,1,1
3804,ropi04,1809879,"Veev Island Cascade 1,6 %",35.0,"[90, 57, 22]",0,,,1,0,0
3805,ropi04,1810059,Benlian Rýžový snack s čokoládovou polevou bez lepku,70.0,"[107, 65, 150]",10,10.0,10.0,10,10,10
3806,ropi04,1810065,Benlian Rýžový snack s čokoládovou polevou a jahodovou příchutí bez lepku,70.0,"[107, 65, 150]",1,1.0,1.0,1,1,1
3807,ropi04,1810071,Benlian Rýžový snack s čokoládovou polevou bez lepku,70.0,"[107, 65, 150]",4,4.0,4.0,4,4,4
3808,ropi04,1810095,Benlian Kukuřičný snack s mořskou solí bez lepku,50.0,"[190, 60, 105]",8,8.0,8.0,8,8,8
3809,ropi04,1810101,Benlian Rýžový chléb sezam a sůl bez lepku,100.0,"[160, 90, 90]",2,2.0,2.0,2,2,2
3810,ropi04,1810113,Benlian Rýžový chléb lněným semínkem a slunečnicí bez lepku,100.0,"[160, 90, 90]",4,4.0,4.0,4,4,4
3811,ropi04,1810125,Benlian Rýžový chlebíček slim lněné semínko a slunečnice bez lepku,100.0,"[150, 75, 75]",9,9.0,9.0,9,9,9
3812,ropi04,1810131,Benlian Kukuřičný chlebíček slim mix semen bez lepku,100.0,"[150, 75, 75]",6,6.0,6.0,6,6,6
3813,ropi04,1810137,Benlian Kukuřičný chlebíček slim mix obilnin bez lepku,100.0,"[150, 75, 75]",6,6.0,6.0,6,6,6
3814,ropi04,1810143,Benlian Kukuřičný chlebíček slim klasik bez lepku,100.0,"[150, 75, 75]",3,3.0,3.0,3,3,3
3815,ropi04,1810167,Veganz Fizzy cola gumové bonbóny,102.0,"[120, 118, 35]",2,2.0,2.0,2,2,2
3816,ropi04,1810179,Veganz Broskvová gumová srdíčka bonbóny,102.0,"[120, 118, 35]",2,2.0,2.0,2,2,2
3817,ropi04,1810185,Veganz Gumoví medvídci bonbóny,102.0,"[120, 118, 35]",3,2.0,2.0,3,3,2
3818,ropi04,1819227,Dexi Crispy pillows s čokoládovou příchutí,153.0,"[230, 150, 20]",13,13.0,13.0,13,13,13
3819,ropi04,1819233,Dexi Crispy pillows s vanilkovou příchutí,153.0,"[230, 150, 20]",12,12.0,12.0,12,12,12
3820,ropi04,1819245,Dexi Crispy flakes Křehké lupínky se skořicí,82.0,"[210, 150, 40]",1,1.0,1.0,1,1,1
3821,ropi04,1819827,Edeka Čisitící tablety do WC,441.0,"[190, 95, 50]",2,2.0,2.0,2,2,2
3822,ropi04,1819845,Timba by Benny Cristo Fantastic Jerky bbq habanero,47.0,"[180, 110, 20]",1,1.0,1.0,1,1,1
3823,ropi04,1819851,Timba by Benny Cristo Fantastic Jerky pepř s mořskou solí,47.0,"[180, 110, 20]",4,4.0,4.0,4,4,4
3824,ropi04,1819857,Timba by Benny Cristo Fantastic Jerky himalájská sůl,47.0,"[180, 110, 20]",1,1.0,1.0,1,1,1
3825,ropi04,1819863,Timba by Benny Cristo Fantastic jerky bbq bird eye,47.0,"[180, 110, 20]",1,1.0,1.0,1,1,1
3826,ropi04,1820025,Dos Mundos Nikaragua Los Nubarrones,273.0,"[200, 140, 70]",1,1.0,1.0,1,1,1
3827,ropi04,1820043,BeBerry Coffee El Salvador Mauricio Salaverria natural,265.0,"[95, 125, 70]",2,2.0,2.0,2,2,2
3828,ropi04,1820217,Propesko Mistr Měkké hovězí kostičky,98.0,"[200, 130, 35]",5,5.0,5.0,5,5,5
3829,ropi04,1820229,Propesko Mistr Křupavé kousky s kuřecím,68.0,"[200, 130, 35]",1,1.0,1.0,1,1,1
3830,ropi04,1820415,IQOS Iluma One Moss Green,23.0,"[151, 86, 71]",1,1.0,1.0,1,1,1
3831,ropi04,1820445,IQOS Iluma Moss Green,414.0,"[151, 86, 71]",1,1.0,1.0,1,1,1
3832,ropi04,1820457,HEETS Ruby Fuse,22.0,"[48, 74, 15]",11,9.0,9.0,11,11,9
3833,ropi04,1820469,TEREA Willow,22.0,"[48, 74, 15]",15,7.0,7.0,17,17,7
3834,ropi04,1820475,TEREA Mauwe Wave,22.0,"[48, 74, 15]",12,7.0,7.0,17,17,7
3835,ropi04,1820481,TEREA Blue,22.0,"[48, 74, 15]",10,6.0,6.0,12,12,6
